"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
"V11",0,0,0,0,0,0,0,0,0,0,8.56650730675819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.353060519982511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V12",0,0,0,0,0,0,0,0,0,0,0,8.34133807021633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874474280403196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303324922524479,0,0,0,0,0,0,0,0,0,0,0.0226867463928172,0,0,0,0,0,0
"V13",0,0,0,0,0,0,0,0,0,0,0,0,8.03915398076416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V14",0,0,0,0,0,0,0,0,0,0,0,0,0,7.35289435441504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277066306947743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456024208974107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391733889302539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384642990542555,0,0,0,0,0,0,0,0,0
"V15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85146645306964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292338509175902,0,0,0,0.653214565235779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.431564904047075,0,0,0,0,0,0,0,-0.0930419516168833,0.271793694386645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451414403334782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448395285070504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42766186181099,0,0,0,0,0,0,0,0,0,0,0.566892416451895,0,0.797558572507465,-0.501288234364661,0,-0.536758307591895,0.24476625366198,0,0,1.13380134183527,0,-0.0357587199488268,0,0,0,0,0,0,0,0,0,0.554814152399797,0,-0.956514857249192,0,0.883329073947931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.320497090047635,0.0204932099922083,0.337063738670046,0,0.56108540341004,0,0,0,0,0,0,0,0,0,0.770664595001977,0,0,0,-0.0481551933061173,0,0,0,0,0,0,0,0,0,0,0,0,0.873079970135233,-0.390023612182039,0,0,0,-0.24214264230789,-0.622316421998348,0,-0.285343483098172,0.585116397907711,0,0,0,0,0.544443784596339,0.565533291692545,0,-0.122646898075495,0,0,-0.284726669309386,0,0,0,0,0,0,0,0,0,0,-0.693011758085051,0,0,0,-0.608706052565204,0,-0.193251276940605,0,0,0,0,0,0,0,0,0,0,0,-0.729262171314468,0,0
"V17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96812287497647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182680476733692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247876696019523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V18",0,0,0,0,-0.182805153388422,0,0,0,0,0,0,0,0,0,0,0,0,5.89946980704224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.360343298889655,0,0,0,0,0,0,-0.204505599740279,0,0,0,0,0,-0.282012114026294,0,0,0,0.313234349174323,0,0,0,0,0,0,0,0,0,0,0,0,-0.448020331466942,-0.0471650083015874,0,0,0,0,0,0,0,0,-0.134049903698627,0,0,0,0.172673556971709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673779604116151,0,0,0,-1.13341528774352,0,0,0,0,0,0,0,0,0,0,0.141916560830802,0,-0.38461765227309,0,0,0,0,0.567054496993659,0,0,0,0,0,0,0,-0.508457789321512,0,0,0,0,0,0,0,0,0,-0.0574447280307749,-0.0144661415807483,0,0,0,0,-0.209836589351073,0
"V19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56602673149513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.366052772449658,0,0,-0.00377700359987673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14239451235869,0,0,0,0.0772584921630797,0,0,0,0,0,0,0,0,0,0,0,-0.271956063764929,0,0,0,0,0,0
"V20",0,0,-0.38162501404879,0,-0.372608859425961,0,0,0,-0.202140810308094,0,0,0,0,0,0,0,0,0,0,7.14352630450395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281015356437804,0,0,0,0,0,0,0,0,0,0,-0.479821277523323,0,0,0.00238909239028581,0.166014629821626,0,0,0,0,0,0,0,0,0,0,0,0,-0.286746221936056,-0.0192073595081907,0,-0.227656804160103,0,0,0,0,0,0,0,-0.216114746096246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176199631469065,0,-0.256763515398415,1.06387561889402,0,0,-0.384159000135252,0,0,0,0.170485553943759,-0.00727846073090921,0,0.212788803699318,0.512162236625821,0,0,0,0,0,0,0,-1.01990627511806,0,0,0,0,0,0
"V21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00938278116598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.422090901901024,0,0,0,0,0,0,0,0.243272635461978,0,0,0,0,0,0,0,0,0,0,0.60250309050597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293441479997274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22264186153415,0,0,-1.26229572455667,0,0,0,0,0,0,0,0.215479643039899,0,0,0,0,0,0
"V22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05102327946044,0,0,0,-0.638979295417216,0,0,0,0,0,0,0,-0.463204138984827,0,0,0,0,0,0,0,0,0,-0.0518382993332531,0,-0.241581458461175,0,0,0,0,0,0.157658763678171,0,0,0,0,0.0430204937057014,0,0,0,0,0,0,0,0.101749375401353,-0.470284565928414,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00566260308137133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.431797566485094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532436225809022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629579678572715,0,0,0,-0.257804524658154,0,0,0,-0.218966831337681,0,0,-0.225247589678979,0,-0.175256166249849,0,0,0.0685629914783774,0,0,0,0,0,0
"V23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37200845204547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.309271852438992,0,0,0,0,0.251529245624056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666218900908849,0,0,0,-0.209734796295737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.759295969094766,0,0,0,0,0.286137678223405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140513375297745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111053194283483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V24",0.143204199376582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24705150944381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.341151499116806,0,0,0,0,0,0,0,0,0,0,0,0,-0.158798947035533,0,0,-0.504836652955875,0,0,0,0,0.431651772252098,0,0,0,0,0,0,0,0,0,0,0,0,-0.602689653595326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114945201209509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16429859967566,0,0,0.0187140254923784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612288218769241,0,0.05139057870648,0,0,0.649860470965788,0,0,0,0,0,0,0,0,0,-0.0620496149830818,0,0,0
"V25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43694862911094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.638979295417216,0,0,0,6.32854302475573,0,0,0,-0.642148211504806,0,0,0,-0.371467411315983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402770341043186,0,0,0,-0.0824425395304104,0,0,0,0.331538839173012,-0.379622781824158,0,0,0,0,0.280812681919224,0,0,0,0,0,0.176868992852728,0,0,0,0,0,0,0,0,0,0,0,0,-0.307903636211546,0,0,0,0,0,0.399033620323978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820436723230413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125865000824426,0,0,0,0,0,0,0,-0.117373256833087,0,0,-0.187958552592089,-0.138722389485352,0,0,0,0,0,0,0,0,0,0
"V27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566892416451895,0,0,0,0,0,0,0,0,0,0,7.60475761494106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.522925617606957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.328020830518488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52512926777554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797558572507465,0,0,0,0,0,0,0,0,0,0,0,0,7.68919873149916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397084998204335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V30",0,0,0,0,0,0,0,0,0,0.0863536997478831,0,0,0,0,0.292338509175902,-0.501288234364661,0,0,0,0,0,0,0,0,0,-0.642148211504806,0,0,0,6.53978147125129,0,0,0,-0.209203475920563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784676853941361,0,0,0.0755791434073232,0.485337919504957,0,0,0,0,0,0,0,0,0,0,0,0,0.0902309984854088,0,0,0,0,0,0,0.390927569667015,0,0,0,0,0.140521557693086,0,0,0,0,0.161729978727465,0,0,0,0,0,0,0,0,0.374768739803076,0,0,0,0,0,0,0,0,-1.37336416186905,0,0,0,0,0,0,-0.0712319084260172,0,0.00631843997253362,0,-0.36924274853206,0,0,0.184826542840893,0,0,0,0,-0.665517137058875,0,0,0,0,0,0,0,0,0,0,-0.0436310582934524,0,0,0,0,0,-0.0506209576832794,0,0,0,-0.228737994050885,-0.303278221440498,0,0,0,0,0,0,0,0,0
"V31",0,0,0,0,0,0,0,0,0,0.128573468366799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47857938251777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503676967475963,0,0,0,0,0,0,0,0,0,0,0,0.181462618625767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177179823839154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127282272033633,0,0,0,0.139009374783846,0,0,0,-0.175416035759211,0,0,0,0,0,0,0,0,0
"V32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.536758307591895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3470112459062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.597998327788273,0,0,0,0,0,0,0,0,0,0,0.589918731116166,0,0.436017986238579,0,0,0,0,0,0,0.292360497308327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178867959970273,0.57368571116745,0,0,0,0,0,0,0,0,0,0,0.1231670188158,0,0,0,0,0,0,0,0,0.551925375937111,0,0,0,0.441383423442101,0.704289663510647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214316881162501,0,0,0,-0.211831917974569,0,0.116255164591385,0,0,0,-0.165443197844655,0,0,0,0,0,0,0
"V33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24476625366198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92726328362371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207712309586663,0,0,0,-0.296659782164829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117816188441322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386067867387977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143301328566246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V34",0,0,0.299921455339614,0,0,0,0.301286477389865,0,0,0,0,0,0,-0.277066306947743,0.653214565235779,0,0,0,0,0,0,-0.463204138984827,0,0,0,-0.371467411315983,0,0,0,-0.209203475920563,0,0,0,6.92338155423973,0,0,0,0,0,0,0,-0.189798015052925,0,0,0,0,-0.224465859760338,0,0,0,0.648258482179548,0,0,0,0,0,0.282078207748989,0,0,0,-0.425106371890361,0,0,0,0.577947454833431,-0.207932121924212,0,0,0,0,0,0,0,0,0,-0.662453474267264,0.590276155641946,-0.660600882441843,0,-0.206390450005842,0,0,0,0,0,0,0,0,0,-0.434293696387601,0,0,0,0,0,0.418395202856442,0,-0.403698241627314,0,-0.40693819989873,0,0,0,0,0,0.200518101833694,0,0,0.0246448158145467,0,-0.0537481448167061,0,0,0,0,0,0.185500679394031,0,-0.076044192318032,0,0,-0.0776208415086682,0,0,0,0,0,0,0,0,0,0,0,0,-0.20074513121262,-0.60903915695792,0,0,0,0,-0.727983610277843,0.62353955128217,0.331011919001022,0,0,0,0,0,0,0
